会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
131961,熊川宿 エリア,女,1972,51,50代,東京都,練馬区,700万円以上 800万円未満,mobile/iphone,2023-05-01 14:17:10,5月,熊川宿 エリア,81.熊川宿 エリア,若狭町,嶺南東部,,4泊以上,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
買い物、アウトレット
ドライブ・ツーリング
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,現地で偶然,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,休憩がてら立ち寄っただけだったが、熊川宿がとても楽しめた。,使わない,"20,000円以上 30,000円未満","1,000円以上 3,000円未満",初めて,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,道の駅「若狭熊川宿」,,敦賀赤レンガ倉庫,"1,000円以上 3,000円未満",満足,鯖寿司うまい！！！！,満足,道の駅も宿場町もこぢんまりしているけど、たまたま平日だったからか人が少なく静かで満喫できた。,感じなかった,,8,鯖寿司美味すぎる,長野や岐阜の有名どころの宿場町と違い、お店がバンバン出てるわけではないから賑やかさには欠けるけど、宿場町の古い町並みの面影や風情を感じるには丁度いい。,また行きたい（1年以内）,今回２回目なのだけど、前回も今回も鳥取に行く途中に休憩がてら立ち寄るという感じなのだが、毎回予想以上に長居してしまう。そして２回ともGWなのだけど、毎回人が少なくて混雑が苦手な我が家はついつい長居してしまう。強いて言えば、道の駅のお土産コーナーで鯖寿司を二つ買い、車の中で食べたのだけど、ゴミ箱がないので少し困ってしまう。
131941,福井駅前 エリア,男,1986,37,30代,愛知県,名古屋市南区,300万円以上 400万円未満,mobile/android,2023-05-01 14:14:07,5月,東尋坊 エリア,10.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県金沢市,自分ひとり,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,三国サンセットビーチ,,ふれあいパーク三里浜(道の駅「みくに」),"1,000円未満",不満,変な客引きに捕まった。,どちらでもない,景色は素晴らしかった。,感じた,,6,,,また行きたい（1年以内）,
131960,一乗谷朝倉氏遺跡 エリア,女,1966,57,50代,東京都,江戸川区,500万円以上 600万円未満,mobile/android,2023-05-01 14:02:30,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,4泊以上,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,石川県金沢市,夫婦2人,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","30,000円以上 40,000円未満","10,000円以上 20,000円未満",初めて,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"3,000円以上 5,000円未満",とても満足,,どちらでもない,,感じた,朝倉街道怖い,1,,,,
131937,大本山 永平寺 エリア,男,1969,54,50代,神奈川県,藤沢市,700万円以上 800万円未満,mobile/iphone,2023-05-01 14:02:15,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,その他家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,大本山永平寺,,選択なし/該当施設なし,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
131934,web,女,1974,49,40代,神奈川県,藤沢市,分からない/無回答,mobile/android,2023-05-01 13:59:15,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,親,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",初めて,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,大本山永平寺,,福井県立恐竜博物館,"1,000円未満",満足,実際にお店があって楽しかった,満足,お芝居が楽しかった,感じなかった,,8,,,機会があれば行きたい,お蕎麦以外も名産を前面にだしてほしい。そうしたら、もっと分かりやすい
131956,越前大野城・城下町 エリア,男,1961,62,60代,京都府,京都市左京区,100万円以上 200万円未満,mobile/iphone,2023-05-01 13:57:20,5月,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,友人,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,,氣比神宮,"1,000円以上 3,000円未満",満足,,満足,,感じた,城までがきつい,7,,,機会があれば行きたい,ソースかつ丼、羽二重
131955,道の駅「恐竜渓谷かつやま」 エリア,女,1993,30,30代,栃木県,栃木市,600万円以上 700万円未満,mobile/iphone,2023-05-01 13:52:05,5月,道の駅「恐竜渓谷かつやま」 エリア,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),3泊,3泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）
まちあるき、都市散策
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,駐車場が広く、スペースがゆったりしていたので、子供がいても安心できました。,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","100,000円以上",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,福井県立恐竜博物館,,東尋坊,"3,000円以上 5,000円未満",とても満足,"品揃えが良く、老若男女楽しめるラインナップでした。
また、配置がしっかりしていたので、商品が探しやすかったです。",とても満足,人は少し多かった印象ですが、全体的にゆったりとしていたので、ストレスなく回ることができました。,感じた,飲食店がもう1種類くらいあれば良かったと感じました。,10,"道が広く、運転しやすい。
また、人が親切だと感じました。
道路や川も綺麗なので、とても気持ちが落ち着きます。","オリジナルや限定品の販売があればいいなと思います。（恐竜のもの）
子供の遊び場があったら嬉しいと感じました。",また行きたい（1年以内）,恐竜に関するアクティビティがあれば嬉しく思います。（テーマパーク等）
131954,一乗谷朝倉氏遺跡 エリア,女,1971,52,50代,神奈川県,逗子市,"1,500万円以上",mobile/iphone,2023-05-01 13:35:17,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,2泊,1泊,福井エリア（福井市・永平寺町）,岐阜,小学生以下連れの家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"3,000円以上 5,000円未満",満足,,満足,,感じなかった,,6,,,機会があれば行きたい,
131949,web,男,1971,52,50代,愛知県,高浜市,"1,000万円以上 1,200万円未満",mobile/iphone,2023-05-01 13:00:08,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,その他家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,丸岡城,,選択なし/該当施設なし,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
131944,えちぜん鉄道 永平寺口駅 エリア,女,1959,64,60代,福井県,福井市,300万円以上 400万円未満,mobile/iphone,2023-05-01 12:59:31,5月,えちぜん鉄道 永平寺口駅 エリア,31.えちぜん鉄道 永平寺口駅 エリア,永平寺町,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,その他家族,"地元の美味しいものを食べる
名所、旧跡の観光
買い物、アウトレット
",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,"観光展・物産展
観光パンフレット・ポスター
インターネット・アプリ
Instagram
",1,0,0,1,0,1,0,1,0,0,0,0,0,0,大本山永平寺,,道の駅「一乗谷あさくら水の駅」,"1,000円以上 3,000円未満",とても満足,コージ珈琲豆を買いに行きました。とても親切なスタッフの方です。また、行きたいと思います。ロケーションも素晴らしいです。,とても満足,,感じた,公共のトイレの設備が悪かったです。,9,のどかで、素晴らしいロケーションです。恐竜博物館に行きたかったのですが、この期間、まだ工事中ということで残念。永平寺に行って、今日行った『コージ珈琲豆』に行き、勝山市の『はまや』というお肉屋さんのコロッケを買い、本来は恐竜博物館に行く予定でしたが、勝山を通り越して大野市荒島道の駅に足を伸ばしました。素晴らしいです！連休中にもう一度、行く予定です。,永平寺口駅前にある『ラポスト』というレストランは最高に美味しいです。本日はお休みですが、ミシュランの星の数に負けないほど、接客、おもてなしも素晴らしいお店です。,また行きたい（1年以内）,全体的に統合性が低い感じでした。地域差、コミュニティが足りなさすぎで、永平寺門前のお店にしても、売らなきゃ！という面が出過ぎて、楽しんでください！というおもてなしの心がもう少しあると良いですね。
131948,一乗谷朝倉氏遺跡 エリア,男,1969,54,50代,埼玉県,さいたま市南区,"1,000万円以上 1,200万円未満",mobile/android,2023-05-01 12:58:22,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,その他家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,使わない,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",初めて,"観光パンフレット・ポスター
インターネット・アプリ
",0,0,0,1,0,1,0,0,0,0,0,0,0,0,北の庄城址・柴田公園,,越前大野城,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,,機会があれば行きたい,
131938,まちの市場 こってコテいけだ エリア,男,1972,51,50代,福井県,三方郡,800万円以上 900万円未満,mobile/iphone,2023-05-01 12:52:11,5月,まちの市場 こってコテいけだ エリア,47.まちの市場 こってコテいけだ エリア,池田町,丹南,一般財団法人 池田屋DMO準備室,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,"3,000円以上 5,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",2～5回目,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じた,,10,,,,
131941,福井駅前 エリア,男,1986,37,30代,愛知県,名古屋市南区,300万円以上 400万円未満,mobile/android,2023-05-01 12:48:09,5月,福井駅前 エリア,01.福井駅前 エリア,福井市,福井市・永平寺町,,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県金沢市,自分ひとり,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",0,0,0,1,0,0,0,"在来線
レンタサイクル
",0,0,0,1,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
",0,1,0,1,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,東尋坊,"3,000円以上 5,000円未満",満足,徒歩県内に色々有る。,とても満足,ソースカツ丼美味しかった！安倍川餅も美味しかった！,感じなかった,,9,交通手段も多く、手頃で、歩きでもまわれる点。,駅前以外にも観光案内所が欲しい。(既にあるならごめんなさい。),また行きたい（1年以内）,今風にアレンジを加えた工芸品が有れば知りたい。
131942,一乗谷朝倉氏遺跡 エリア,無回答,1972,51,50代,神奈川県,川崎市中原区,分からない/無回答,mobile/android,2023-05-01 12:47:08,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,4泊以上,2泊,福井エリア（福井市・永平寺町）,滋賀県,夫婦2人,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"レンタカー
新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,満足,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",初めて,"観光展・物産展
新聞・雑誌・ガイドブック
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,大本山永平寺,,福井駅,"1,000円以上 3,000円未満",満足,,満足,自然がいい、立地がいい,感じなかった,,6,まったりできる,もう少し再現があるといい。,機会があれば行きたい,"ここしかない食事がもっとあったほうがいい。
ソースカツ丼も羽二重もちも似たようなのがあると思うので。"
131943,一乗谷朝倉氏遺跡 エリア,女,1982,41,40代,神奈川県,川崎市中原区,分からない/無回答,mobile/android,2023-05-01 12:46:59,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,4泊以上,2泊,福井エリア（福井市・永平寺町）,滋賀県,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
買い物、アウトレット
まちあるき、都市散策
",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"レンタカー
新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,満足,車で移動しやすい距離に色々あるため。,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,,福井駅,"1,000円以上 3,000円未満",満足,,満足,復元した町並みも綺麗で、遺跡エリアも歩きやすく、気持ち良い時間を過ごせました。,感じなかった,,8,きれいな景色が見れるから。,説明をしながら観光できる現地案内ツアーがあればありがたい。,機会があれば行きたい,次は恐竜博物館のリニューアル後に、北陸新幹線での移動で訪れたいと思う。
131937,大本山 永平寺 エリア,男,1969,54,50代,神奈川県,藤沢市,700万円以上 800万円未満,mobile/iphone,2023-05-01 12:43:59,5月,大本山 永平寺 エリア,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,その他家族,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,"観光展・物産展
新聞・雑誌・ガイドブック
TV・ラジオ番組やCM
観光パンフレット・ポスター
",1,1,1,1,0,0,0,0,0,0,0,0,0,0,丸岡城,,一乗谷朝倉氏遺跡,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
131936,道の駅「三方五湖」  エリア,男,1964,59,50代,京都府,綾部市,400万円以上 500万円未満,tablet/ipad,2023-05-01 12:34:19,5月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,京都府,自分ひとり,"名所、旧跡の観光
その他
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,使わない,"1,000円以上 3,000円未満",2～5回目,"観光展・物産展
観光パンフレット・ポスター
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",とても満足,,満足,,感じなかった,,10,,,また行きたい（1年以内）,
131934,web,女,1974,49,40代,神奈川県,藤沢市,分からない/無回答,mobile/android,2023-05-01 12:28:20,5月,大本山 永平寺 エリア,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,親,"温泉や露天風呂
名所、旧跡の観光
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2～5回目,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,丸岡城,,一乗谷朝倉氏遺跡,"3,000円以上 5,000円未満",満足,混んでいても、あまり待つことがない,満足,綺麗で気持ちいい,感じなかった,,8,永平寺、恐竜博物館、一乗谷,,機会があれば行きたい,
131932,丸岡城 エリア,女,1978,45,40代,神奈川県,伊勢原市,"1,000万円以上 1,200万円未満",mobile/iphone,2023-05-01 12:24:33,5月,丸岡城 エリア,13.丸岡城 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,福井県内には宿泊しない,福井県内には宿泊しない,岐阜県高山市,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,丸岡城,,選択なし/該当施設なし,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,5,"丸岡城
歴史があって楽しい",,機会があれば行きたい,
131927,一乗谷朝倉氏遺跡 エリア,女,1987,36,30代,富山県,富山市,100万円未満,mobile/android,2023-05-01 12:12:57,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,"新聞・雑誌・ガイドブック
TV・ラジオ番組やCM
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,一条谷朝倉氏遺跡博物館,選択なし/該当施設なし,"1,000円以上 3,000円未満",とても満足,物珍しくてよかった。勉強になった,とても満足,,感じなかった,,8,歴史に興味ある人にすすめたい,,機会があれば行きたい,
131923,越前大野城・城下町 エリア,男,1964,59,50代,愛知県,名古屋市西区,800万円以上 900万円未満,mobile/android,2023-05-01 11:59:10,5月,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,,丸岡城,"5,000円以上 10,000円未満",満足,,満足,,感じた,駐車場の案内が分かりにくく本丸の帰り道で反対側に出てしまった,8,お城が綺麗だった,お城のお土産グッズか少ないと思った,また行きたい（1年以内）,
131922,一乗谷朝倉氏遺跡 エリア,男,1968,55,50代,兵庫県,神戸市東灘区,"1,000万円以上 1,200万円未満",mobile/iphone,2023-05-01 11:52:30,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,富山県,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,大本山永平寺,,人道の港 敦賀ムゼウム,使わない,満足,,満足,,感じなかった,,5,,,,
131921,越前大野城・城下町 エリア,女,1972,51,50代,愛知県,名古屋市中川区,100万円未満,mobile/android,2023-05-01 11:52:25,5月,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,どちらでもない,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,"3,000円以上 5,000円未満",満足,,満足,,感じた,,7,,,機会があれば行きたい,
131920,一乗谷朝倉氏遺跡 エリア,男,1966,57,50代,千葉県,市川市,"1,000万円以上 1,200万円未満",mobile/android,2023-05-01 11:40:45,5月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,2泊,2泊,福井エリア（福井市・永平寺町）,京都府,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,0,0,0,0,"路線バス
",0,1,0,0,とても満足,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,4,,,機会があれば行きたい,
131919,若州一滴文庫 エリア,男,1960,63,60代,京都府,舞鶴市,600万円以上 700万円未満,mobile/iphone,2023-05-01 11:39:31,5月,若州一滴文庫 エリア,85.若州一滴文庫 エリア,おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,自宅,中学生以上連れの家族,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,使わない,"1,000円未満",11回目以上,"観光パンフレット・ポスター
インターネット・アプリ
",0,0,0,1,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",とても満足,,満足,,感じなかった,,7,,,また行きたい（1年以内）,
131912,若州一滴文庫 エリア,女,1958,65,60代,京都府,舞鶴市,300万円以上 400万円未満,mobile/android,2023-05-01 11:25:52,5月,若州一滴文庫 エリア,85.若州一滴文庫 エリア,おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,大阪,夫婦2人,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",11回目以上,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,ホテルうみんぴあ,"1,000円以上 3,000円未満",どちらでもない,,どちらでもない,,感じなかった,,2,,,また行きたい（1年以内）,
